Unnamed: 0,EmployeeNumber,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
2546,2547,No,54,Travel_Frequently,1050,Research & Development,11,4,Medical,2,Female,87,3,4,Manager,4,Divorced,16032.0,24456,3,Y,No,20,4,1,80,1,26,2,3,14,9,1,12
2547,2548,Yes,29,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,Male,100,2,1,Research Scientist,1,Single,,7568,6,Y,No,13,3,3,80,0,11,2,1,9,7,0,7
2548,2549,No,44,Travel_Rarely,136,Research & Development,28,3,Life Sciences,4,Male,32,3,4,Research Director,1,Married,16328.0,22074,3,Y,No,13,3,3,80,1,24,1,4,20,6,14,17
2549,2550,No,39,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,2,Female,32,3,3,Manufacturing Director,2,Single,8376.0,9150,4,Y,No,18,3,4,80,0,9,3,3,2,0,2,2
2550,2551,No,46,Travel_Rarely,228,Sales,3,3,Life Sciences,3,Female,51,3,4,Manager,2,Married,16606.0,11380,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1
2551,2552,No,35,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,4,Female,91,2,3,,2,Single,8606.0,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3
2552,2553,No,23,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,Male,97,3,2,Laboratory Technician,3,Single,2272.0,24812,0,Y,No,14,3,2,80,0,5,2,3,4,3,1,2
2553,2554,Yes,40,Travel_Rarely,676,Research & Development,9,4,Life Sciences,4,Male,86,3,1,Laboratory Technician,1,Single,2018.0,21831,3,Y,No,14,3,2,80,0,15,3,1,5,4,1,0
2554,2555,No,34,Travel_Rarely,971,Sales,1,3,Technical Degree,4,Male,64,2,3,,3,Married,7083.0,12288,1,Y,Yes,14,3,4,80,0,10,3,3,10,9,8,6
2555,2556,Yes,31,Travel_Frequently,561,Research & Development,3,3,Life Sciences,4,Female,33,3,1,Research Scientist,3,Single,4084.0,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7
2556,2557,No,50,Travel_Frequently,333,Research & Development,22,5,Medical,3,Male,88,1,4,Research Director,4,Single,14411.0,24450,1,Y,Yes,13,3,4,80,0,32,2,3,32,6,13,9
2557,2558,No,34,Travel_Rarely,1440,Sales,7,2,Technical Degree,2,Male,55,3,1,Sales Representative,3,Married,2308.0,4944,0,Y,Yes,25,4,2,80,1,12,4,3,11,10,5,7
2558,2559,No,42,Travel_Rarely,1210,Research & Development,2,3,Medical,3,Male,68,2,1,Laboratory Technician,2,Married,4841.0,24052,4,Y,No,14,3,2,80,1,4,3,3,1,0,0,0
2559,2560,No,37,Travel_Rarely,674,Research & Development,13,3,Medical,1,Male,47,3,2,,4,Married,4285.0,3031,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7
2560,2561,No,29,Travel_Rarely,441,Research & Development,8,1,Other,3,Female,39,1,2,Healthcare Representative,1,Married,9715.0,7288,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7
2561,2562,No,33,Travel_Rarely,575,Research & Development,25,3,Life Sciences,4,Male,44,2,2,Manufacturing Director,2,Single,,24152,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2
2562,2563,No,45,Travel_Rarely,950,Research & Development,28,3,Technical Degree,4,Male,97,3,1,Research Scientist,4,Married,2132.0,4585,4,Y,No,20,4,4,80,1,8,3,3,5,4,0,3
2563,2564,No,42,Travel_Frequently,288,Research & Development,2,3,Life Sciences,4,Male,40,3,3,Healthcare Representative,4,Married,10124.0,18611,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9
2564,2565,No,40,Travel_Rarely,1342,Sales,9,2,Medical,1,Male,47,3,2,,1,Married,5473.0,19345,0,Y,No,12,3,4,80,0,9,5,4,8,4,7,1
2565,2566,No,33,Travel_Rarely,589,Research & Development,28,4,Life Sciences,2,Male,79,3,2,Laboratory Technician,3,Married,,22949,1,Y,Yes,12,3,2,80,1,15,3,3,15,14,5,7
2566,2567,No,40,Travel_Rarely,898,Human Resources,6,2,Medical,3,Male,38,3,4,Manager,4,Single,16437.0,17381,1,Y,Yes,21,4,4,80,0,21,2,3,21,7,7,7
2567,2568,No,24,Travel_Rarely,350,Research & Development,21,2,Technical Degree,3,Male,57,2,1,,1,Divorced,2296.0,10036,0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0
2568,2569,No,40,Non-Travel,1142,Research & Development,8,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069.0,8841,3,Y,Yes,18,3,3,80,0,8,2,3,2,2,2,2
2569,2570,No,45,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441.0,20933,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7
2570,2571,No,35,Travel_Rarely,1402,Sales,28,4,Life Sciences,2,Female,98,2,1,Sales Representative,3,Married,2430.0,26204,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2
2571,2572,No,32,Travel_Rarely,824,Research & Development,5,2,Life Sciences,4,Female,67,2,2,Research Scientist,2,Married,5878.0,15624,3,Y,No,12,3,1,80,1,12,2,3,7,1,2,5
2572,2573,No,36,Travel_Rarely,1157,Sales,2,4,Life Sciences,3,Male,70,3,1,Sales Representative,4,Single,2644.0,17001,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2
2573,2574,No,48,Travel_Rarely,492,Sales,16,4,Life Sciences,3,Female,96,3,2,,3,Divorced,6439.0,13693,8,Y,No,14,3,3,80,1,18,2,3,8,7,7,7
2574,2575,No,29,Travel_Rarely,598,Research & Development,9,3,Life Sciences,3,Male,91,4,1,Research Scientist,3,Married,2451.0,22376,6,Y,No,18,3,1,80,2,5,2,2,1,0,0,0
2575,2576,No,33,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,Male,46,3,2,Sales Executive,1,Married,6392.0,10589,2,Y,No,13,3,4,80,1,8,6,1,2,2,2,2
2576,2577,Yes,30,Travel_Rarely,740,Sales,1,3,Life Sciences,2,Male,64,2,2,Sales Executive,1,Married,,5323,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7
2577,2578,No,38,Travel_Frequently,888,Human Resources,10,4,Human Resources,3,Male,71,3,2,,3,Married,6077.0,14814,3,Y,No,11,3,3,80,0,10,2,3,6,3,1,2
2578,2579,No,35,Travel_Rarely,992,Research & Development,1,3,Medical,4,Male,68,2,1,Laboratory Technician,1,Single,2450.0,21731,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2
2579,2580,No,30,Travel_Rarely,1288,Sales,29,4,Technical Degree,3,Male,33,3,3,Sales Executive,2,Married,9250.0,17799,3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3
2580,2581,Yes,35,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,Female,69,3,1,,1,Divorced,2074.0,26619,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0
2581,2582,Yes,53,Travel_Rarely,607,Research & Development,2,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,10169.0,14618,0,Y,No,16,3,2,80,1,34,4,3,33,7,1,9
2582,2583,Yes,38,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4855.0,7653,4,Y,No,11,3,1,80,2,7,2,3,5,2,1,4
2583,2584,No,32,Non-Travel,1200,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,4087.0,25174,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2
2584,2585,No,48,Travel_Rarely,1108,Research & Development,15,4,Other,3,Female,65,3,1,,1,Married,,16530,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6
2585,2586,No,34,Travel_Rarely,479,Research & Development,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,2972.0,22061,1,Y,No,13,3,3,80,0,1,4,1,1,0,0,0
2586,2587,No,55,Travel_Rarely,685,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,19586.0,23037,1,Y,No,21,4,3,80,1,36,3,3,36,6,2,13
2587,2588,No,34,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,5484.0,13008,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1
2588,2589,No,26,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,Female,89,3,1,,4,Married,2061.0,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0
2589,2590,No,38,Travel_Rarely,1245,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,9924.0,12355,0,Y,No,11,3,4,80,1,10,3,3,9,8,7,7
2590,2591,No,38,Travel_Rarely,437,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,4198.0,16379,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2
2591,2592,No,36,Travel_Rarely,884,Sales,1,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,6815.0,21447,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0
2592,2593,No,29,Travel_Rarely,1370,Research & Development,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,4723.0,16213,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5
2593,2594,No,35,Travel_Rarely,670,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,6142.0,4223,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4
2594,2595,No,39,Travel_Rarely,1462,Sales,6,3,Medical,4,Male,38,4,3,,3,Married,8237.0,4658,2,Y,No,11,3,1,80,1,11,3,3,7,6,7,6
2595,2596,No,29,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853.0,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3
2596,2597,No,50,Travel_Rarely,264,Sales,9,3,Marketing,3,Male,59,3,5,Manager,3,Married,19331.0,19519,4,Y,Yes,16,3,3,80,1,27,2,3,1,0,0,0
2597,2598,No,23,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2073.0,12826,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
2598,2599,No,36,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,Male,80,4,2,Laboratory Technician,1,Married,5562.0,19711,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2
2599,2600,No,42,Travel_Rarely,1059,Research & Development,9,2,Other,4,Male,93,2,5,Manager,4,Single,19613.0,26362,8,Y,No,22,4,4,80,0,24,2,3,1,0,0,1
2600,2601,No,35,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,,25348,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
2601,2602,No,34,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,5063.0,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7
2602,2603,No,40,Travel_Rarely,118,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,4639.0,11262,1,Y,No,15,3,3,80,1,5,2,3,5,4,1,2
2603,2604,No,43,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876.0,5855,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2
2604,2605,No,35,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,2690.0,7713,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1
2605,2606,No,46,Travel_Rarely,563,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,17567.0,3156,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12
2606,2607,Yes,28,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408.0,7324,1,Y,Yes,17,3,3,80,3,1,3,3,1,1,0,0
2607,2608,No,22,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3
2608,2609,No,50,Travel_Frequently,1234,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,11245.0,20689,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13
2609,2610,No,32,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3312.0,18783,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2
2610,2611,No,44,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049.0,3549,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10
2611,2612,No,30,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,2141.0,5348,1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1
2612,2613,No,45,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5769.0,23447,1,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4
2613,2614,No,45,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385.0,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5
2614,2615,No,31,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3
2615,2616,No,36,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663.0,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
2616,2617,No,34,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,,4,Divorced,4724.0,17000,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2
2617,2618,No,49,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211.0,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
2618,2619,No,39,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7
2619,2620,No,27,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,,1,Divorced,4066.0,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7
2620,2621,No,35,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208.0,26312,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10
2621,2622,No,28,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877.0,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0
2622,2623,No,21,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,,4,Single,3117.0,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2
2623,2624,Yes,18,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569.0,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0
2624,2625,No,47,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658.0,5220,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0
2625,2626,No,39,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069.0,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7
2626,2627,No,40,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435.0,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12
2627,2628,No,35,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148.0,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9
2628,2629,No,37,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768.0,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
2629,2630,No,39,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042.0,3140,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8
2630,2631,No,45,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770.0,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
2631,2632,No,38,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,,3,Married,,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
2632,2633,Yes,35,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,10306.0,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0
2633,2634,No,37,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936.0,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
2634,2635,No,40,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945.0,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3
2635,2636,No,44,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,5743.0,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2
2636,2637,No,48,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202.0,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2
2637,2638,Yes,35,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,5440.0,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2
2638,2639,No,24,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3
2639,2640,No,27,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2
2640,2641,No,27,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580.0,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2
2641,2642,Yes,40,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166.0,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3
2642,2643,No,29,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,5869.0,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4
2643,2644,No,36,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,8008.0,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
2644,2645,No,25,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206.0,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7
2645,2646,No,39,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295.0,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0
2646,2647,No,49,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,16413.0,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2
2647,2648,No,50,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,,1,Divorced,13269.0,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11
2648,2649,No,20,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,2783.0,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
2649,2650,No,34,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,,2,Divorced,5433.0,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9
2650,2651,No,36,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2013.0,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
2651,2652,No,49,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,13966.0,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12
2652,2653,No,36,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,,3,Married,4374.0,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2
2653,2654,No,36,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842.0,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4
2654,2655,No,54,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,17426.0,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7
2655,2656,No,43,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603.0,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
2656,2657,Yes,35,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581.0,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7
2657,2658,No,38,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735.0,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9
2658,2659,No,29,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187.0,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9
2659,2660,No,33,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505.0,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4
2660,2661,No,32,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470.0,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
2661,2662,No,31,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5476.0,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
2662,2663,No,49,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587.0,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
2663,2664,No,38,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,,2,Single,2440.0,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3
2664,2665,No,47,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972.0,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2
2665,2666,No,49,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379.0,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0
2666,2667,No,41,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082.0,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2
2667,2668,No,20,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728.0,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
2668,2669,No,33,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368.0,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2
2669,2670,No,36,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347.0,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
2670,2671,No,44,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195.0,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2
2671,2672,Yes,23,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989.0,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2
2672,2673,No,38,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0
2673,2674,No,53,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005.0,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2
2674,2675,Yes,48,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655.0,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7
2675,2676,Yes,32,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393.0,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
2676,2677,No,26,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570.0,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
2677,2678,No,55,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537.0,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2
2678,2679,No,34,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986.0,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13
2679,2680,No,60,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883.0,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0
2680,2681,No,33,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028.0,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13
2681,2682,No,37,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525.0,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
2682,2683,No,34,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,,4,Married,2929.0,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
2683,2684,Yes,23,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275.0,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2
2684,2685,No,44,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879.0,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
