EmployeeNumber,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
2737,No,41.0,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,,20520,1,Y,No,20,4,2,80,2,,2,3,5,3,0,4
2738,No,34.0,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,,12313,1,Y,Yes,14,3,3,80,1,,3,3,15,14,0,7
2739,No,53.0,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,12965.0,22308,4,Y,Yes,20,4,4,80,3,27.0,2,2,3,2,0,2
2740,No,43.0,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,3539.0,5033,0,Y,No,13,3,2,80,0,,5,3,9,7,1,8
2741,No,34.0,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,,25353,5,Y,No,12,3,1,80,0,6.0,3,3,2,2,2,2
2742,Yes,21.0,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,2679.0,4567,1,Y,No,13,3,2,80,0,1.0,3,3,1,0,1,0
2743,No,,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,,16376,1,Y,No,11,3,2,80,1,5.0,3,3,5,4,0,4
2744,Yes,22.0,Travel_Rarely,1294,Research & Development,8,1,,3,Female,79,3,1,Laboratory Technician,1,Married,2398.0,15999,1,Y,Yes,17,3,3,80,0,1.0,6,3,1,0,0,0
2745,No,31.0,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,5468.0,13402,1,Y,No,14,3,1,80,2,13.0,3,3,12,7,5,7
2746,No,51.0,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,,22984,2,Y,No,11,3,4,80,0,15.0,2,3,2,2,2,2
2747,No,37.0,Travel_Rarely,589,Sales,9,2,,2,Male,46,2,2,Sales Executive,2,Married,4189.0,8800,1,Y,No,14,3,1,80,2,5.0,2,3,5,2,0,3
2748,No,46.0,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,46,3,5,Research Director,4,Divorced,19328.0,14218,7,Y,Yes,17,3,3,80,1,24.0,3,3,2,1,2,2
2749,No,36.0,Travel_Rarely,1383,Research & Development,10,3,,4,Male,90,3,3,Healthcare Representative,1,Married,8321.0,25949,7,Y,Yes,13,3,4,80,1,15.0,1,3,12,8,5,7
2750,Yes,44.0,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,99,3,1,Research Scientist,2,Divorced,2342.0,11092,1,Y,Yes,12,3,3,80,3,6.0,2,2,5,3,2,3
2751,No,37.0,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,4071.0,12832,2,Y,No,13,3,3,80,0,,4,2,10,0,4,7
2752,Yes,35.0,Travel_Rarely,303,Sales,27,3,Life Sciences,3,Male,84,3,2,Sales Executive,4,Single,,13492,1,Y,Yes,18,3,4,80,0,10.0,2,3,10,7,7,7
2753,No,33.0,Travel_Rarely,867,Research & Development,8,4,,4,Male,90,4,1,Research Scientist,1,Married,3143.0,6076,6,Y,No,19,3,2,80,1,,1,3,10,8,7,6
2754,No,28.0,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married,2044.0,5531,1,Y,No,11,3,3,80,1,5.0,6,4,5,3,0,3
2755,No,39.0,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,65,3,3,Research Director,3,Single,13464.0,7914,7,Y,No,21,4,3,80,0,9.0,3,3,4,3,2,2
2756,No,46.0,Non-Travel,849,Sales,26,2,Life Sciences,2,Male,98,2,2,Sales Executive,2,Single,7991.0,25166,8,Y,No,15,3,3,80,0,6.0,3,3,2,2,2,2
2757,No,40.0,Travel_Rarely,616,Research & Development,2,2,,3,Female,99,3,1,Laboratory Technician,1,Married,3377.0,25605,4,Y,No,17,3,4,80,1,7.0,5,2,4,3,0,2
2758,No,42.0,Travel_Rarely,1128,Research & Development,13,3,Medical,2,Male,95,4,2,Healthcare Representative,1,Married,5538.0,5696,5,Y,No,18,3,3,80,2,,2,2,0,0,0,0
2759,No,35.0,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762.0,24442,2,Y,No,14,3,3,80,1,,6,3,7,7,1,7
2760,No,38.0,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,2592.0,7129,5,Y,No,13,3,4,80,3,13.0,3,3,11,10,3,8
2761,Yes,34.0,Travel_Frequently,234,Research & Development,9,4,Life Sciences,4,Male,93,3,2,Laboratory Technician,1,Married,5346.0,6208,4,Y,No,17,3,3,80,1,11.0,3,2,7,1,0,7
2762,Yes,37.0,Travel_Rarely,370,Research & Development,10,4,Medical,4,Male,58,3,2,Manufacturing Director,1,Single,,4992,1,Y,No,15,3,2,80,0,10.0,4,1,10,3,0,8
2763,No,39.0,Travel_Frequently,766,Sales,20,3,Life Sciences,3,Male,83,3,2,Sales Executive,4,Divorced,4127.0,19188,2,Y,No,18,3,4,80,1,,6,3,2,1,2,2
2764,No,43.0,Non-Travel,343,Research & Development,9,3,Life Sciences,1,Male,52,3,1,Research Scientist,3,Single,2438.0,24978,4,Y,No,13,3,3,80,0,7.0,2,2,3,2,1,2
2765,No,41.0,Travel_Rarely,447,Research & Development,5,3,Life Sciences,2,Male,85,4,2,Healthcare Representative,2,Single,6870.0,15530,3,Y,No,12,3,1,80,0,11.0,3,1,3,2,1,2
2766,No,41.0,Travel_Rarely,796,Sales,4,1,Marketing,3,Female,81,3,3,Sales Executive,3,Divorced,10447.0,26458,0,Y,Yes,13,3,4,80,1,23.0,3,4,22,14,13,5
2767,No,30.0,Travel_Rarely,1092,Research & Development,10,3,Medical,1,Female,64,3,3,Manufacturing Director,3,Single,,2739,9,Y,No,14,3,2,80,0,9.0,3,3,7,7,0,2
2768,Yes,26.0,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married,2148.0,6889,0,Y,Yes,11,3,3,80,0,6.0,3,3,5,1,1,4
2769,Yes,46.0,Travel_Rarely,261,Research & Development,21,2,Medical,4,Female,66,3,2,Healthcare Representative,2,Married,,10842,4,Y,No,22,4,4,80,1,,2,4,9,7,3,7
2770,No,40.0,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513.0,9060,4,Y,No,17,3,4,80,1,12.0,3,3,5,3,0,3
2771,No,34.0,Travel_Rarely,810,Sales,8,2,Technical Degree,2,Male,92,4,2,Sales Executive,3,Married,6799.0,22128,1,Y,No,21,4,3,80,2,10.0,5,3,10,8,4,8
2772,No,58.0,Non-Travel,350,Sales,2,3,Medical,2,Male,52,3,4,Manager,2,Divorced,16291.0,22577,4,Y,No,22,4,4,80,1,,0,2,16,9,14,14
2773,No,35.0,Travel_Rarely,185,Research & Development,23,4,Medical,2,Male,91,1,1,Laboratory Technician,3,Married,2705.0,9696,0,Y,No,16,3,2,80,1,6.0,2,4,5,4,0,3
2774,No,47.0,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333.0,19271,8,Y,Yes,12,3,3,80,1,28.0,4,3,22,11,14,10
2775,No,40.0,Travel_Rarely,750,Research & Development,12,3,Life Sciences,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448.0,10748,2,Y,No,12,3,2,80,1,15.0,3,3,7,4,7,7
2776,No,54.0,Travel_Rarely,431,Research & Development,7,4,Medical,4,Female,68,3,2,Research Scientist,4,Married,6854.0,15696,4,Y,No,15,3,2,80,1,14.0,2,2,7,1,1,7
2777,No,31.0,Travel_Frequently,1125,Sales,7,4,Marketing,1,Female,68,3,3,Sales Executive,1,Married,9637.0,8277,2,Y,No,14,3,4,80,2,,3,3,3,2,2,2
2778,No,28.0,Travel_Rarely,1217,Research & Development,1,3,,3,Female,67,3,1,Research Scientist,1,Married,,12719,1,Y,No,25,4,3,80,1,3.0,3,3,3,2,1,2
2779,No,38.0,Travel_Rarely,723,Sales,2,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,5405.0,4244,2,Y,Yes,20,4,1,80,2,20.0,4,2,4,2,0,3
2780,No,26.0,Travel_Rarely,572,Sales,10,3,Medical,3,Male,46,3,2,Sales Executive,4,Single,4684.0,9125,1,Y,No,13,3,1,80,0,5.0,4,3,5,3,1,2
2781,No,58.0,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,Male,87,3,4,Research Director,3,Married,15787.0,21624,2,Y,Yes,14,3,2,80,0,23.0,3,3,2,2,2,2
2782,No,18.0,Non-Travel,1431,Research & Development,14,3,Medical,2,Female,33,3,1,Research Scientist,3,Single,1514.0,8018,1,Y,No,16,3,3,80,0,0.0,4,1,0,0,0,0
2783,Yes,31.0,Travel_Rarely,359,Human Resources,18,5,Human Resources,4,Male,89,4,1,Human Resources,1,Married,2956.0,21495,0,Y,No,17,3,3,80,0,2.0,4,3,1,0,0,0
2784,Yes,29.0,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,Male,56,2,1,Human Resources,1,Divorced,2335.0,3157,4,Y,Yes,15,3,4,80,3,4.0,3,3,2,2,2,0
2785,No,45.0,Non-Travel,589,Sales,2,4,Life Sciences,3,Female,67,3,2,Sales Executive,3,Married,5154.0,19665,4,Y,No,22,4,2,80,2,10.0,3,4,8,7,5,7
2786,No,36.0,Travel_Rarely,430,Research & Development,2,4,Other,4,Female,73,3,2,Research Scientist,2,Married,,19573,4,Y,Yes,22,4,4,80,1,15.0,2,3,1,0,0,0
2787,No,43.0,Travel_Frequently,1422,Sales,2,4,,1,Male,92,3,2,Sales Executive,4,Married,5675.0,19246,1,Y,No,20,4,3,80,1,7.0,5,3,7,7,7,7
2788,No,27.0,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,4,Female,53,3,1,Laboratory Technician,4,Single,2379.0,19826,0,Y,Yes,14,3,3,80,0,6.0,3,2,5,4,0,2
2789,No,29.0,Travel_Frequently,574,Research & Development,20,1,Medical,4,Male,40,3,1,Laboratory Technician,4,Married,3812.0,7003,1,Y,No,13,3,2,80,0,11.0,3,4,11,8,3,10
2790,No,32.0,Travel_Frequently,1318,Sales,10,4,Marketing,4,Male,79,3,2,Sales Executive,4,Single,4648.0,26075,8,Y,No,13,3,3,80,0,4.0,2,4,0,0,0,0
2791,No,42.0,Non-Travel,355,Research & Development,10,4,Technical Degree,3,Male,38,3,1,Research Scientist,3,Married,,6161,3,Y,No,22,4,2,80,2,,1,2,6,3,3,3
2792,No,47.0,Travel_Rarely,207,Research & Development,9,4,Life Sciences,2,Female,64,3,1,Laboratory Technician,3,Single,,5411,4,Y,No,12,3,3,80,0,7.0,2,3,2,2,2,0
2793,No,46.0,Travel_Rarely,706,Research & Development,2,2,,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578.0,19989,3,Y,No,14,3,3,80,1,12.0,4,2,9,8,4,7
2794,No,28.0,Non-Travel,280,Human Resources,1,2,,3,Male,43,3,1,Human Resources,4,Divorced,2706.0,10494,1,Y,No,15,3,2,80,1,3.0,2,3,3,2,2,2
2795,No,29.0,Travel_Rarely,726,Research & Development,29,1,Life Sciences,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384.0,21143,8,Y,No,17,3,4,80,2,11.0,3,3,7,0,1,6
2796,No,42.0,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,4,Male,81,3,1,Laboratory Technician,3,Single,3968.0,13624,4,Y,No,13,3,4,80,0,8.0,3,3,0,0,0,0
2797,Yes,32.0,Travel_Rarely,414,Sales,2,4,Marketing,3,Male,82,2,2,Sales Executive,2,Single,9907.0,26186,7,Y,Yes,12,3,3,80,0,7.0,3,2,2,2,2,2
2798,No,46.0,Travel_Rarely,1319,Sales,3,3,,1,Female,45,4,4,Sales Executive,1,Divorced,13225.0,7739,2,Y,No,12,3,4,80,1,,5,3,19,17,2,8
2799,No,27.0,Travel_Rarely,728,Sales,23,1,Medical,2,Female,36,2,2,Sales Representative,3,Married,3540.0,7018,1,Y,No,21,4,4,80,1,9.0,5,3,9,8,5,8
2800,No,29.0,Travel_Rarely,352,Human Resources,6,1,Medical,4,Male,87,2,1,Human Resources,2,Married,2804.0,15434,1,Y,No,11,3,4,80,0,1.0,3,3,1,0,0,0
2801,No,43.0,Travel_Rarely,823,Research & Development,6,3,Medical,1,Female,81,2,5,Manager,3,Married,19392.0,22539,7,Y,No,13,3,4,80,0,21.0,2,3,16,12,6,14
2802,No,48.0,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,4,Male,91,2,5,Research Director,2,Married,,13583,4,Y,No,12,3,4,80,0,29.0,3,3,22,10,12,9
2803,Yes,29.0,Travel_Frequently,459,Research & Development,24,2,Life Sciences,4,Male,73,2,1,Research Scientist,4,Single,2439.0,14753,1,Y,Yes,24,4,2,80,0,1.0,3,2,1,0,1,0
2804,Yes,,Travel_Rarely,1254,Sales,10,3,Life Sciences,3,Female,64,3,3,Sales Executive,2,Married,7314.0,14011,5,Y,No,21,4,3,80,3,,2,3,8,7,0,7
2805,No,27.0,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,4,Female,77,2,1,Research Scientist,1,Married,4774.0,23844,0,Y,No,19,3,4,80,1,8.0,2,2,7,6,7,3
2806,No,39.0,Travel_Rarely,835,Research & Development,19,4,Other,4,Male,41,3,2,Research Scientist,4,Divorced,3902.0,5141,8,Y,No,14,3,2,80,3,7.0,2,3,2,2,2,2
2807,No,55.0,Travel_Rarely,836,Research & Development,2,4,Technical Degree,2,Male,98,2,1,Research Scientist,4,Married,,7975,8,Y,No,20,4,2,80,1,19.0,2,4,5,2,0,4
2808,No,,Travel_Rarely,1172,Sales,3,3,Medical,2,Female,78,3,1,Sales Representative,2,Married,2856.0,3692,1,Y,No,19,3,4,80,1,1.0,3,3,1,0,0,0
2809,Yes,30.0,Travel_Rarely,945,Sales,9,3,Medical,2,Male,89,3,1,Sales Representative,4,Single,1081.0,16019,1,Y,No,13,3,3,80,0,1.0,3,2,1,0,0,0
2810,Yes,22.0,Travel_Rarely,391,Research & Development,7,1,Life Sciences,4,Male,75,3,1,Research Scientist,2,Single,2472.0,26092,1,Y,Yes,23,4,1,80,0,1.0,2,3,1,0,0,0
2811,No,36.0,Travel_Rarely,1266,Sales,10,4,Technical Degree,2,Female,63,2,2,Sales Executive,3,Married,5673.0,6060,1,Y,Yes,13,3,1,80,1,10.0,4,3,10,9,1,7
2812,No,31.0,Travel_Rarely,311,Research & Development,20,3,Life Sciences,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197.0,18624,1,Y,No,11,3,1,80,1,10.0,2,3,10,8,0,2
2813,No,34.0,Travel_Rarely,1480,Sales,4,3,Life Sciences,3,Male,64,3,3,Sales Executive,4,Married,9713.0,24444,2,Y,Yes,13,3,4,80,3,9.0,3,3,5,3,1,0
2814,No,29.0,Travel_Rarely,592,Research & Development,7,3,Life Sciences,4,Male,59,3,1,Laboratory Technician,1,Single,2062.0,19384,3,Y,No,14,3,2,80,0,11.0,2,3,3,2,1,2
2815,No,37.0,Travel_Rarely,783,Research & Development,7,4,Medical,4,Male,78,3,2,Research Scientist,1,Married,,13588,5,Y,Yes,22,4,3,80,1,16.0,2,3,5,3,0,4
2816,No,35.0,Travel_Rarely,219,Research & Development,16,2,,4,Female,44,2,2,Manufacturing Director,2,Married,,25388,0,Y,Yes,11,3,4,80,0,4.0,2,3,3,2,0,2
2817,No,45.0,Travel_Rarely,556,Research & Development,25,2,Life Sciences,2,Female,93,2,2,Manufacturing Director,4,Married,,23888,0,Y,No,13,3,4,80,2,,2,2,9,8,3,8
2818,No,36.0,Travel_Frequently,1213,Human Resources,2,1,Human Resources,2,Male,94,2,2,Human Resources,4,Single,3886.0,4223,1,Y,No,21,4,4,80,0,10.0,2,2,10,1,0,8
2819,No,40.0,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced,16823.0,18991,2,Y,No,11,3,1,80,1,22.0,3,3,19,7,11,16
2820,No,,Travel_Rarely,482,Research & Development,1,2,,2,Female,90,2,1,Research Scientist,3,Married,2933.0,14908,1,Y,Yes,13,3,3,80,1,1.0,3,2,1,0,1,0
2821,No,27.0,Travel_Rarely,511,Sales,2,2,Medical,1,Female,89,4,2,Sales Executive,3,Single,6500.0,26997,0,Y,No,14,3,2,80,0,9.0,5,2,8,7,0,7
2822,No,48.0,Travel_Frequently,117,Research & Development,22,3,Medical,4,Female,58,3,4,Manager,4,Divorced,17174.0,2437,3,Y,No,11,3,2,80,1,,3,3,22,17,4,7
2823,No,44.0,Travel_Rarely,170,Research & Development,1,4,Life Sciences,2,Male,78,4,2,Healthcare Representative,1,Married,5033.0,9364,2,Y,No,15,3,4,80,1,10.0,5,3,2,0,2,2
2824,Yes,34.0,Non-Travel,967,Research & Development,16,4,Technical Degree,4,Male,85,1,1,Research Scientist,1,Married,2307.0,14460,1,Y,Yes,23,4,2,80,1,5.0,2,3,5,2,3,0
2825,Yes,56.0,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,Male,97,3,1,Laboratory Technician,4,Single,2587.0,10261,1,Y,No,16,3,4,80,0,5.0,3,3,4,2,1,0
2826,No,36.0,Travel_Rarely,335,Sales,17,2,Marketing,3,Male,33,2,2,Sales Executive,2,Married,,16822,2,Y,No,16,3,3,80,2,12.0,1,1,4,2,1,3
2827,No,41.0,Travel_Rarely,337,Sales,8,3,Marketing,3,Female,54,3,2,Sales Executive,2,Married,4393.0,26841,5,Y,No,21,4,3,80,1,,3,3,5,4,1,4
2828,No,42.0,Travel_Rarely,1396,Research & Development,6,3,Medical,3,Male,83,3,3,Research Director,1,Married,,14842,9,Y,No,13,3,2,80,1,,3,4,13,7,5,7
2829,No,31.0,Travel_Rarely,1079,Sales,10,2,Medical,3,Female,86,3,2,Sales Executive,4,Divorced,6583.0,20115,2,Y,Yes,11,3,4,80,1,8.0,2,3,5,2,1,4
2830,No,34.0,Travel_Rarely,735,Sales,3,1,,4,Female,75,2,2,Sales Executive,4,Married,8103.0,16495,3,Y,Yes,12,3,3,80,0,,3,2,4,2,0,1
2831,No,31.0,Travel_Rarely,471,Research & Development,4,3,Medical,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978.0,16031,8,Y,No,12,3,2,80,1,4.0,0,2,2,2,2,2
2832,No,26.0,Travel_Frequently,1096,Research & Development,6,3,Other,3,Male,61,4,1,Laboratory Technician,4,Married,2544.0,7102,0,Y,No,18,3,1,80,1,8.0,3,3,7,7,7,7
2833,No,45.0,Travel_Frequently,1297,Research & Development,1,4,Medical,2,Male,44,3,2,Healthcare Representative,3,Single,5399.0,14511,4,Y,No,12,3,3,80,0,12.0,3,3,4,2,0,3
2834,No,33.0,Travel_Rarely,217,Sales,10,4,Marketing,2,Male,43,3,2,Sales Executive,3,Single,5487.0,10410,1,Y,No,14,3,2,80,0,10.0,2,2,10,4,0,9
2835,No,28.0,Travel_Frequently,783,Sales,1,2,Life Sciences,3,Male,42,2,2,Sales Executive,4,Married,6834.0,19255,1,Y,Yes,12,3,3,80,1,7.0,2,3,7,7,0,7
2836,Yes,29.0,Travel_Frequently,746,Sales,24,3,Technical Degree,3,Male,45,4,1,Sales Representative,1,Single,1091.0,10642,1,Y,No,17,3,4,80,0,,3,3,1,0,0,0
2837,No,39.0,Non-Travel,1251,Sales,21,4,Life Sciences,1,Female,32,1,2,Sales Executive,3,Married,5736.0,3987,6,Y,No,19,3,3,80,1,10.0,1,3,3,2,1,2
2838,No,27.0,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,2,Male,41,3,1,Research Scientist,2,Married,2226.0,6073,1,Y,No,11,3,3,80,1,,3,2,5,3,1,2
2839,No,,Travel_Frequently,735,Research & Development,22,4,Other,3,Male,86,2,2,Research Scientist,4,Married,,26496,1,Y,Yes,15,3,2,80,0,16.0,3,3,15,10,6,11
2840,Yes,,Travel_Rarely,1475,Sales,13,2,Marketing,4,Female,84,3,2,Sales Executive,3,Single,9854.0,23352,3,Y,Yes,11,3,4,80,0,6.0,0,3,2,0,2,2
2841,No,,Non-Travel,1169,Research & Development,14,4,,3,Male,64,3,2,Research Scientist,2,Married,,2125,8,Y,No,18,3,3,80,1,16.0,4,4,8,7,1,7
2842,No,56.0,Travel_Rarely,1443,Sales,11,5,Marketing,4,Female,89,2,2,Sales Executive,1,Married,5380.0,20328,4,Y,No,16,3,3,80,1,6.0,3,3,0,0,0,0
2843,No,39.0,Travel_Rarely,867,Research & Development,9,2,Medical,1,Male,87,3,2,Manufacturing Director,1,Married,5151.0,12315,1,Y,No,25,4,4,80,1,,3,3,10,0,7,9
2844,No,38.0,Travel_Frequently,1394,Research & Development,8,3,Medical,4,Female,58,2,2,Research Scientist,2,Divorced,,18115,1,Y,Yes,16,3,3,80,1,,3,3,20,11,0,7
2845,No,58.0,Travel_Rarely,605,Sales,21,3,,4,Female,72,3,4,Manager,4,Married,,11761,4,Y,Yes,13,3,3,80,1,29.0,2,2,1,0,0,0
2846,Yes,32.0,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,Female,47,4,1,Research Scientist,3,Single,2432.0,15318,3,Y,Yes,14,3,1,80,0,8.0,2,3,4,1,0,3
2847,No,38.0,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,2,Male,71,3,1,Research Scientist,4,Divorced,4771.0,14293,2,Y,No,19,3,4,80,2,,0,4,5,2,0,3
2848,No,49.0,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,2,Male,42,3,5,Research Director,4,Married,,13738,3,Y,No,15,3,4,80,0,28.0,3,3,5,4,4,3
2849,No,42.0,Travel_Rarely,419,Sales,12,4,Marketing,2,Male,77,3,2,Sales Executive,4,Divorced,5087.0,2900,3,Y,Yes,12,3,3,80,2,,4,3,0,0,0,0
2850,Yes,27.0,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,Female,58,2,1,Human Resources,2,Married,2863.0,19555,1,Y,No,12,3,1,80,0,1.0,2,3,1,0,0,0
2851,No,35.0,Travel_Rarely,682,Sales,18,4,Medical,2,Male,71,3,2,Sales Executive,1,Married,5561.0,15975,0,Y,No,16,3,4,80,1,6.0,2,1,5,3,0,4
2852,No,28.0,Non-Travel,1103,Research & Development,16,3,,3,Male,49,3,1,Research Scientist,3,Single,2144.0,2122,1,Y,No,14,3,3,80,0,5.0,3,2,5,3,1,4
2853,No,31.0,Non-Travel,976,Research & Development,3,2,Medical,3,Male,48,3,1,Research Scientist,1,Divorced,3065.0,3995,1,Y,Yes,13,3,4,80,1,,3,4,4,2,2,3
2854,No,36.0,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,Male,66,4,1,Laboratory Technician,2,Married,2810.0,9238,1,Y,No,22,4,2,80,0,5.0,3,3,5,4,0,2
2855,No,34.0,Travel_Rarely,937,Sales,1,3,Marketing,1,Male,32,3,3,Sales Executive,4,Single,9888.0,6770,1,Y,No,21,4,1,80,0,14.0,3,2,14,8,2,1
2856,No,34.0,Travel_Rarely,1239,Sales,13,4,Medical,4,Male,39,3,3,Sales Executive,3,Divorced,8628.0,22914,1,Y,No,18,3,3,80,1,9.0,2,2,8,7,1,1
2857,No,26.0,Travel_Rarely,157,Research & Development,1,3,Medical,3,Male,95,3,1,Laboratory Technician,1,Single,,20006,0,Y,No,13,3,4,80,0,,6,2,7,7,7,6
2858,No,29.0,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,Male,89,3,2,Healthcare Representative,1,Married,5373.0,6225,0,Y,No,12,3,1,80,1,6.0,5,2,5,3,0,2
2859,No,32.0,Non-Travel,1146,Research & Development,15,4,,3,Female,34,3,2,Healthcare Representative,4,Divorced,,16542,5,Y,No,18,3,2,80,1,,6,3,5,1,1,2
2860,No,31.0,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,4,Male,48,1,2,Research Scientist,1,Married,5003.0,5771,1,Y,No,21,4,2,80,0,10.0,6,3,10,8,8,7
2861,Yes,28.0,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,3,Male,32,2,1,Laboratory Technician,4,Divorced,2367.0,18779,5,Y,No,12,3,1,80,1,6.0,2,2,4,1,0,3
2862,No,38.0,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,Male,59,2,1,Sales Representative,1,Single,2858.0,11473,4,Y,No,14,3,1,80,0,20.0,3,2,1,0,0,0
2863,No,35.0,Travel_Rarely,1224,Sales,7,4,Life Sciences,3,Female,55,3,2,Sales Executive,4,Married,5204.0,13586,1,Y,Yes,11,3,4,80,0,10.0,2,3,10,8,0,9
2864,No,27.0,Travel_Rarely,954,Sales,9,3,Marketing,4,Male,44,3,2,Sales Executive,4,Single,4105.0,5099,1,Y,No,14,3,1,80,0,7.0,5,3,7,7,0,7
2865,No,32.0,Travel_Rarely,1373,Research & Development,5,4,,4,Male,56,2,2,Manufacturing Director,4,Single,9679.0,10138,8,Y,No,24,4,2,80,0,8.0,1,3,1,0,0,0
2866,Yes,31.0,Travel_Frequently,754,Sales,26,4,Marketing,1,Male,63,3,2,Sales Executive,4,Married,5617.0,21075,1,Y,Yes,11,3,3,80,0,,4,3,10,7,0,8
2867,Yes,53.0,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,Male,66,3,3,Sales Executive,1,Single,,5843,6,Y,Yes,13,3,2,80,0,15.0,2,2,2,2,2,2
2868,No,,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,Female,67,3,2,Research Scientist,3,Married,2897.0,22474,3,Y,No,11,3,3,80,2,9.0,6,2,4,3,2,3
2869,No,33.0,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,4,Male,36,3,2,Healthcare Representative,3,Divorced,5968.0,18079,1,Y,No,20,4,3,80,3,9.0,2,3,9,7,2,8
2870,No,43.0,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,Male,30,3,3,Healthcare Representative,3,Married,,16873,1,Y,No,17,3,2,80,1,10.0,1,3,10,9,0,9
2871,No,38.0,Travel_Frequently,1444,Human Resources,1,4,Other,4,Male,88,3,1,Human Resources,2,Married,2991.0,5224,0,Y,Yes,11,3,2,80,1,7.0,2,3,6,2,1,2
2872,No,55.0,Travel_Rarely,189,Human Resources,26,4,Human Resources,3,Male,71,4,5,Manager,2,Married,,25811,4,Y,Yes,18,3,1,80,1,35.0,0,3,10,9,1,4
2873,No,,Travel_Rarely,1276,Research & Development,2,1,Medical,4,Female,59,1,1,Laboratory Technician,4,Divorced,,17536,1,Y,Yes,11,3,3,80,3,1.0,4,3,1,0,0,0
2874,No,39.0,Travel_Rarely,119,Sales,15,4,,2,Male,77,3,4,Sales Executive,1,Single,,25098,0,Y,No,12,3,1,80,0,,3,3,20,8,11,10
2875,No,42.0,Non-Travel,335,Research & Development,23,2,Life Sciences,4,Male,37,2,2,Research Scientist,3,Single,4332.0,14811,1,Y,No,12,3,4,80,0,20.0,2,3,20,9,3,7
